sample_id,sample_type,alumina_content,silica_content,calcia_content,sintering_temperature,holding_time,heating_rate,cooling_rate,alpha_alumina_phase,calcium_aluminate_phase,mullite_phase,glass_phase,grain_size,grain_uniformity,total_porosity,closed_porosity,open_porosity,pore_size,fracture_toughness,flexural_strength,youngs_modulus
CER-779,heating_rate_series,92,5,3,1600,4,8.4,5,87.4,7.8,9.8,5.5,1.2,0.5,10.61,5.3,5.3,0.1,2.8,546.6,329.1
CER-780,heating_rate_series,92,5,3,1600,4,8.5,5,86.2,7.8,11.3,4.5,0.86,0.5,10.77,5.39,5.39,0.1,2.52,637.2,334.8
CER-781,heating_rate_series,92,5,3,1600,4,8.6,5,88.2,8.3,10.4,4.6,1.46,0.5,10.93,5.46,5.46,0.1,2.55,565.4,328.8
CER-782,heating_rate_series,92,5,3,1600,4,8.8,5,87.5,7.9,9.9,4.4,1.28,0.5,10.91,5.45,5.45,0.1,2.73,577.1,333
CER-783,heating_rate_series,92,5,3,1600,4,8.9,5,85.6,7.4,10.8,5,1.42,0.5,12.48,6.24,6.24,0.1,2.67,541.9,317.2
CER-784,heating_rate_series,92,5,3,1600,4,9,5,86.9,7.5,10.4,5.1,1.2,0.362,11.18,5.59,5.59,0.1,2.83,581.5,322.8
CER-785,heating_rate_series,92,5,3,1600,4,9.1,5,89.4,8.1,10.1,4.6,1.46,0.447,11.9,5.95,5.95,0.1,2.39,544.3,319.3
CER-786,heating_rate_series,92,5,3,1600,4,9.2,5,88.7,7.6,11,4.3,1.46,0.5,9.91,4.96,4.96,0.1,3.1,608.9,345.6
CER-787,heating_rate_series,92,5,3,1600,4,9.4,5,87.2,8.6,10.4,4.3,1.45,0.416,11,5.5,5.5,0.1,2.69,589.1,317.2
CER-788,heating_rate_series,92,5,3,1600,4,9.5,5,88.1,9,11.1,4.6,1.52,0.5,11.93,5.96,5.96,0.1,2.6,584,324.6
CER-789,heating_rate_series,92,5,3,1600,4,9.6,5,85.4,8.4,9.7,4.5,1.18,0.5,11.19,5.59,5.59,0.1,2.8,570,328
CER-790,heating_rate_series,92,5,3,1600,4,9.7,5,87.6,8,9.9,4.9,1.1,0.5,12.12,6.06,6.06,0.1,2.59,538.3,319.3
CER-791,heating_rate_series,92,5,3,1600,4,9.8,5,88.6,8.3,9.7,4.4,1.5,0.5,10.92,5.46,5.46,0.1,2.71,560.9,315.8
CER-792,heating_rate_series,92,5,3,1600,4,10,5,86.8,9,9.9,4.2,0.91,0.489,10.8,5.4,5.4,0.1,3.01,627.5,329.7
CER-793,heating_rate_series,92,5,3,1600,4,10.1,5,86.2,8.6,10.7,4.5,1.36,0.5,11.18,5.59,5.59,0.1,2.58,575,329.2
CER-794,heating_rate_series,92,5,3,1600,4,10.2,5,88.2,8.2,10.1,4.5,1.38,0.5,11.34,5.67,5.67,0.1,2.6,570.3,321.8
CER-795,heating_rate_series,92,5,3,1600,4,10.3,5,87,7.9,10.3,4.8,1.58,0.477,10.8,5.4,5.4,0.1,2.7,567.3,320.2
CER-796,heating_rate_series,92,5,3,1600,4,10.4,5,88.6,8.4,10.3,4.5,1.02,0.5,12.02,6.01,6.01,0.1,2.83,613.9,323
CER-797,heating_rate_series,92,5,3,1600,4,10.6,5,86.3,8.6,9.8,4.5,1.41,0.459,12.04,6.02,6.02,0.1,2.64,558.4,321.2
CER-798,heating_rate_series,92,5,3,1600,4,10.7,5,86.9,8.6,9.5,5,1.11,0.5,11.41,5.7,5.7,0.1,2.72,571.5,324.8
CER-799,heating_rate_series,92,5,3,1600,4,10.8,5,87.7,8.2,9.8,3.8,1.44,0.488,12.05,6.03,6.03,0.1,2.62,542.1,321.9
CER-800,heating_rate_series,92,5,3,1600,4,10.9,5,86.2,8.7,10.1,4.4,1.12,0.445,12.07,6.03,6.03,0.1,2.53,573.2,316.2
CER-801,heating_rate_series,92,5,3,1600,4,11,5,86.3,8.3,9.5,4.9,1.13,0.456,11.68,5.84,5.84,0.1,2.59,578,318.7
CER-802,heating_rate_series,92,5,3,1600,4,11.2,5,87.3,8.6,11.2,4.6,1.25,0.5,11.25,5.62,5.62,0.1,2.75,563.5,322.3
CER-803,heating_rate_series,92,5,3,1600,4,11.3,5,87.6,8.1,9.9,4.2,1.37,0.5,11.7,5.85,5.85,0.1,2.79,572.3,320.1
CER-804,heating_rate_series,92,5,3,1600,4,11.4,5,88.5,7.9,10.2,4.7,1.33,0.5,11.32,5.66,5.66,0.1,2.83,568.7,326
CER-805,heating_rate_series,92,5,3,1600,4,11.5,5,87.8,8,10.5,4.6,1.32,0.487,9.97,4.99,4.99,0.1,2.93,636.4,341.5
CER-806,heating_rate_series,92,5,3,1600,4,11.7,5,87,8.2,10.8,4.6,1.29,0.424,11.69,5.85,5.85,0.1,2.95,558.8,320.4
CER-807,heating_rate_series,92,5,3,1600,4,11.8,5,88.4,8.4,10.6,4.7,0.86,0.5,11.66,5.83,5.83,0.1,2.69,563,323.3
CER-808,heating_rate_series,92,5,3,1600,4,11.9,5,87,7.9,10.6,5,1.17,0.5,11.61,5.8,5.8,0.1,2.81,555.7,316.7
CER-809,heating_rate_series,92,5,3,1600,4,12,5,87.9,7.6,10.2,4.7,1.26,0.5,12.23,6.11,6.11,0.1,2.37,559.3,320.1
CER-810,heating_rate_series,92,5,3,1600,4,12.1,5,85.7,8.6,10.4,5.1,1.18,0.5,12.09,6.05,6.05,0.1,2.32,569.1,316
CER-811,heating_rate_series,92,5,3,1600,4,12.3,5,88.6,7.9,11.2,4.6,0.77,0.5,12.26,6.13,6.13,0.1,2.23,596.7,319.4
CER-812,heating_rate_series,92,5,3,1600,4,12.4,5,86.8,8.7,10.7,4.8,0.88,0.5,11.61,5.8,5.8,0.1,2.92,600.3,320.5
CER-813,heating_rate_series,92,5,3,1600,4,12.5,5,87.8,8.3,10.4,4.4,1.15,0.493,12.41,6.21,6.21,0.1,2.35,557.2,318.6
CER-814,heating_rate_series,92,5,3,1600,4,12.6,5,86,8.7,11,5.9,1.15,0.5,12.13,6.07,6.07,0.1,2.47,521.1,309.6
CER-815,heating_rate_series,92,5,3,1600,4,12.7,5,86.6,7.1,9.4,4.9,1.22,0.46,10.91,5.46,5.46,0.1,2.59,611.4,319.9
CER-816,heating_rate_series,92,5,3,1600,4,12.9,5,88.2,8.8,10.6,5.1,1.42,0.498,11.76,5.88,5.88,0.1,2.81,551.9,328.1
CER-817,heating_rate_series,92,5,3,1600,4,13,5,88.1,8.8,9.8,4.7,0.69,0.5,11.91,5.96,5.96,0.1,2.86,628.5,330.9
CER-818,heating_rate_series,92,5,3,1600,4,13.1,5,86.7,8.4,10.1,4.5,0.79,0.5,11.82,5.91,5.91,0.1,2.73,599.2,318.5
CER-819,heating_rate_series,92,5,3,1600,4,13.2,5,86.8,8.2,9.3,4.6,1.33,0.5,12.02,6.01,6.01,0.1,2.74,543.7,318.8
CER-820,heating_rate_series,92,5,3,1600,4,13.3,5,87.4,8.3,10.9,4,1.04,0.5,11.42,5.71,5.71,0.1,2.75,598.9,328.7
CER-821,heating_rate_series,92,5,3,1600,4,13.5,5,88,7.7,11.1,5.6,1.13,0.5,12.58,6.29,6.29,0.1,2.65,520.1,314.7
CER-822,heating_rate_series,92,5,3,1600,4,13.6,5,87.9,7.3,10,4.8,1.24,0.499,12.21,6.11,6.11,0.1,2.29,570.5,315.9
CER-823,heating_rate_series,92,5,3,1600,4,13.7,5,88.7,8.3,11.2,4.3,1,0.5,11.79,5.9,5.9,0.1,2.51,577.2,315.1
CER-824,heating_rate_series,92,5,3,1600,4,13.8,5,87.7,7.4,10.1,4.6,0.89,0.499,11.65,5.83,5.83,0.1,2.7,611,325.1
CER-825,heating_rate_series,92,5,3,1600,4,14,5,88.6,8.1,10.2,4.1,0.99,0.458,11.66,5.83,5.83,0.1,2.75,577.2,319.2
CER-826,heating_rate_series,92,5,3,1600,4,14.1,5,86.5,8.4,9.5,4.7,1.08,0.5,11.35,5.67,5.67,0.1,2.56,600.4,324.9
CER-827,heating_rate_series,92,5,3,1600,4,14.2,5,86.2,7.1,10.9,4.9,1.25,0.449,11.19,5.6,5.6,0.1,2.7,564.6,323.3
CER-828,heating_rate_series,92,5,3,1600,4,14.3,5,89.3,8.9,9.7,5.1,0.97,0.5,12.19,6.09,6.09,0.1,2.48,592.5,316.2
CER-829,heating_rate_series,92,5,3,1600,4,14.4,5,86.7,7.3,10.3,4.8,0.93,0.5,11.87,5.93,5.93,0.1,3.01,573.3,313
CER-830,heating_rate_series,92,5,3,1600,4,14.6,5,89.2,8.5,10.4,4.1,0.6,0.5,12.3,6.15,6.15,0.1,2.89,642.8,327.9
CER-831,heating_rate_series,92,5,3,1600,4,14.7,5,87.3,7.6,10.1,4.6,0.74,0.5,11.96,5.98,5.98,0.1,2.85,622.3,318.7
CER-832,heating_rate_series,92,5,3,1600,4,14.8,5,88,8.3,10.4,4.9,0.92,0.5,10.91,5.45,5.45,0.1,2.62,610.7,333.9
CER-833,heating_rate_series,92,5,3,1600,4,14.9,5,88.3,7,11.1,4.8,1.13,0.5,12.26,6.13,6.13,0.1,2.6,550.2,315.7
CER-834,heating_rate_series,92,5,3,1600,4,15,5,86.7,7.3,10.8,5.1,0.98,0.5,11.67,5.83,5.83,0.1,2.59,603,317
CER-835,heating_rate_series,92,5,3,1600,4,15.2,5,87.9,8.9,10.4,4.8,0.89,0.5,12.1,6.05,6.05,0.1,2.84,588.3,325
CER-836,heating_rate_series,92,5,3,1600,4,15.3,5,87.1,8,10.4,5.1,0.9,0.5,12.17,6.09,6.09,0.1,2.62,597.7,317.4
CER-837,heating_rate_series,92,5,3,1600,4,15.4,5,87,7.4,10.3,4.3,0.9,0.5,11.61,5.8,5.8,0.1,2.47,591.3,327.5
CER-838,heating_rate_series,92,5,3,1600,4,15.5,5,88.1,7.9,10.2,3.8,1.06,0.5,12.77,6.39,6.39,0.1,2.61,551.4,313.8
CER-839,heating_rate_series,92,5,3,1600,4,15.6,5,86.5,7.8,10.3,4.4,1.14,0.5,12.14,6.07,6.07,0.1,2.49,558.4,321.2
CER-840,heating_rate_series,92,5,3,1600,4,15.8,5,89.3,8.3,10.3,4.9,0.99,0.5,12.53,6.27,6.27,0.1,2.4,561.8,316.6
CER-841,heating_rate_series,92,5,3,1600,4,15.9,5,85.5,7.6,9.8,5.1,1.04,0.466,12.33,6.17,6.17,0.1,2.73,576.9,314.5
CER-842,heating_rate_series,92,5,3,1600,4,16,5,87.8,8.2,10.6,5.1,0.72,0.5,12.4,6.2,6.2,0.1,2.31,586.2,312.7
CER-843,heating_rate_series,92,5,3,1600,4,16.1,5,88.5,7.2,9.7,4.2,1.12,0.5,11.74,5.87,5.87,0.1,2.64,566.7,319
CER-844,heating_rate_series,92,5,3,1600,4,16.2,5,88.3,8.9,10.4,4.9,0.99,0.5,12.1,6.05,6.05,0.1,2.98,583.5,319.2
CER-845,heating_rate_series,92,5,3,1600,4,16.4,5,87.8,7.1,10.1,4.7,0.64,0.5,12.73,6.37,6.37,0.1,2.27,611.3,317.1
CER-846,heating_rate_series,92,5,3,1600,4,16.5,5,89.1,8.1,9.8,5.6,1.33,0.5,12.26,6.13,6.13,0.1,2.77,569,319.8
CER-847,heating_rate_series,92,5,3,1600,4,16.6,5,86.7,7.6,10.4,4.9,0.98,0.5,11.56,5.78,5.78,0.1,2.54,580.6,325.3
CER-848,heating_rate_series,92,5,3,1600,4,16.7,5,86.7,7.4,10.6,4.7,0.83,0.5,13.05,6.52,6.52,0.1,2.87,575.5,317.9
CER-849,heating_rate_series,92,5,3,1600,4,16.9,5,87.8,7.5,9.6,4.9,1.17,0.5,12.62,6.31,6.31,0.1,2.48,518.7,314.5
CER-850,heating_rate_series,92,5,3,1600,4,17,5,87.7,7.2,10,4.9,0.89,0.448,12.73,6.37,6.37,0.1,2.71,549.1,315.2
CER-851,heating_rate_series,92,5,3,1600,4,17.1,5,87.2,7.9,10.5,4.7,0.94,0.5,12.43,6.22,6.22,0.1,2.42,586.8,322.1
CER-852,heating_rate_series,92,5,3,1600,4,17.2,5,87.4,8.4,10.1,6,1.11,0.5,12.28,6.14,6.14,0.1,2.3,562.1,317.3
CER-853,heating_rate_series,92,5,3,1600,4,17.3,5,87.5,8.1,9.4,5.1,0.82,0.498,12.18,6.09,6.09,0.1,2.91,565.3,314
CER-854,heating_rate_series,92,5,3,1600,4,17.5,5,86.9,7.6,10.7,4.7,1.03,0.5,12.62,6.31,6.31,0.1,2.44,555.6,313.3
CER-855,heating_rate_series,92,5,3,1600,4,17.6,5,86.8,7.5,10.4,3.8,0.71,0.488,12.49,6.24,6.24,0.1,2.7,603.1,311.6
CER-856,heating_rate_series,92,5,3,1600,4,17.7,5,87.8,7.8,9.7,4.2,1.04,0.5,12.1,6.05,6.05,0.1,2.58,581.2,325.7
CER-857,heating_rate_series,92,5,3,1600,4,17.8,5,88.8,7.9,10.4,5.2,1.06,0.5,12.54,6.27,6.27,0.1,2.85,563.2,317.8
CER-858,heating_rate_series,92,5,3,1600,4,17.9,5,85.6,7.6,10.8,5,0.88,0.5,11.66,5.83,5.83,0.1,2.65,584.8,323.1
CER-859,heating_rate_series,92,5,3,1600,4,18.1,5,85.3,7.7,10.4,5.3,0.99,0.5,12.56,6.28,6.28,0.1,2.76,539.7,310.9
CER-860,heating_rate_series,92,5,3,1600,4,18.2,5,87.2,8.1,10.5,4.7,0.64,0.5,13.23,6.62,6.62,0.1,2.48,615.1,311.6
CER-861,heating_rate_series,92,5,3,1600,4,18.3,5,87.6,6.8,10.4,4.3,0.82,0.5,11.56,5.78,5.78,0.1,2.58,614.6,331
CER-862,heating_rate_series,92,5,3,1600,4,18.4,5,86.5,8.8,11.1,4.5,0.76,0.5,13.04,6.52,6.52,0.1,2.7,570.5,313.6
CER-863,heating_rate_series,92,5,3,1600,4,18.5,5,85,8.5,9.2,4.2,0.79,0.5,12.04,6.02,6.02,0.1,2.82,586.7,318.6
CER-864,heating_rate_series,92,5,3,1600,4,18.7,5,86.5,8.8,10.4,5.2,1.12,0.5,12.53,6.27,6.27,0.1,2.64,554,315.1
CER-865,heating_rate_series,92,5,3,1600,4,18.8,5,85.8,7.8,9.2,3.7,1.11,0.5,12.81,6.41,6.41,0.1,2.8,533.2,319.2
CER-866,heating_rate_series,92,5,3,1600,4,18.9,5,86.9,6.6,10.8,4,0.59,0.5,12.52,6.26,6.26,0.1,2.6,607.2,313.2
CER-867,heating_rate_series,92,5,3,1600,4,19,5,89.6,7.6,9.8,4.3,0.9,0.5,11.61,5.81,5.81,0.1,2.42,615,328.2
CER-868,heating_rate_series,92,5,3,1600,4,19.2,5,87.9,6.9,9.8,4.6,0.69,0.5,12.24,6.12,6.12,0.1,2.51,626,315.7
CER-869,heating_rate_series,92,5,3,1600,4,19.3,5,86.9,7.7,10,5.1,1.23,0.5,12.92,6.46,6.46,0.1,2.86,516.7,310.4
CER-870,heating_rate_series,92,5,3,1600,4,19.4,5,88.3,7.9,10.5,5.2,0.64,0.5,12.05,6.02,6.02,0.1,2.55,612,316.2
CER-871,heating_rate_series,92,5,3,1600,4,19.5,5,87.3,8.4,9,4.3,0.83,0.5,12.11,6.06,6.06,0.1,2.62,579.2,318.7
CER-872,heating_rate_series,92,5,3,1600,4,19.6,5,87,7.7,10.2,4.8,0.73,0.5,12.53,6.27,6.27,0.1,2.69,598,312.6
CER-873,heating_rate_series,92,5,3,1600,4,19.8,5,86.6,8,10.4,4.4,0.66,0.5,11.78,5.89,5.89,0.1,2.82,661.4,318.9
CER-874,heating_rate_series,92,5,3,1600,4,19.9,5,88.3,8,10.3,4.9,0.76,0.5,11.47,5.74,5.74,0.1,2.63,642,323.8
CER-875,heating_rate_series,92,5,3,1600,4,20,5,88.7,8.3,10.7,5.1,0.87,0.5,12.78,6.39,6.39,0.1,2.67,551.8,305.2
CER-876,cooling_rate_series,92,5,3,1600,4,10,2,87,9.2,11.6,2.7,1.25,0.454,10.18,5.09,5.09,0.1,2.81,608.3,338.9
CER-877,cooling_rate_series,92,5,3,1600,4,10,2.1,87.5,8,11.4,4.2,1.33,0.5,11.41,5.7,5.7,0.1,2.87,567.7,325.9
CER-878,cooling_rate_series,92,5,3,1600,4,10,2.2,85.6,7.5,9.5,3.7,1.05,0.5,11.26,5.63,5.63,0.1,2.79,596.9,332.7
CER-879,cooling_rate_series,92,5,3,1600,4,10,2.3,88.2,8.8,10.2,3,1.48,0.5,10.61,5.31,5.31,0.1,2.57,626.5,339.3
CER-880,cooling_rate_series,92,5,3,1600,4,10,2.4,86.9,8.3,10.5,3.9,1.42,0.46,11.29,5.65,5.65,0.1,2.9,586.5,337
CER-881,cooling_rate_series,92,5,3,1600,4,10,2.5,88.8,8.6,10.9,3.2,0.87,0.5,11.49,5.75,5.75,0.1,2.97,607.3,329.7
CER-882,cooling_rate_series,92,5,3,1600,4,10,2.6,87.5,9,10.4,3.3,1.3,0.5,11.5,5.75,5.75,0.1,2.66,591.1,324.7
CER-883,cooling_rate_series,92,5,3,1600,4,10,2.7,88.7,7.4,10.2,3.8,1.04,0.456,10.67,5.34,5.34,0.1,2.81,636.7,329.3
CER-884,cooling_rate_series,92,5,3,1600,4,10,2.8,87.4,9.6,10.4,4.4,1.46,0.5,11.49,5.75,5.75,0.1,2.53,558.1,330
CER-885,cooling_rate_series,92,5,3,1600,4,10,2.9,86.1,8.2,10.3,3.6,1.28,0.5,10.45,5.23,5.23,0.1,2.97,580,335.7
CER-886,cooling_rate_series,92,5,3,1600,4,10,3,87.9,8.2,10.8,3.4,1.12,0.5,11.25,5.62,5.62,0.1,2.6,577.1,335.5
CER-887,cooling_rate_series,92,5,3,1600,4,10,3.2,87.7,8.6,10.6,3.1,1.23,0.5,10.91,5.46,5.46,0.1,2.69,595.9,331.8
CER-888,cooling_rate_series,92,5,3,1600,4,10,3.3,88.4,8.6,10.2,3.6,1.15,0.47,10.95,5.47,5.47,0.1,2.94,613.1,328.2
CER-889,cooling_rate_series,92,5,3,1600,4,10,3.4,86.1,8.6,10.4,4.1,1.26,0.5,10.55,5.27,5.27,0.1,2.55,612.6,325.2
CER-890,cooling_rate_series,92,5,3,1600,4,10,3.5,87.1,8.5,10.5,4.1,1.12,0.452,11.02,5.51,5.51,0.1,2.69,597.4,332.7
CER-891,cooling_rate_series,92,5,3,1600,4,10,3.6,87.7,7.6,11.7,4.7,1.26,0.5,12.58,6.29,6.29,0.1,2.72,566.1,323.5
CER-892,cooling_rate_series,92,5,3,1600,4,10,3.7,87.6,7.7,10.3,4.7,1.25,0.5,11.24,5.62,5.62,0.1,2.55,578.3,323.8
CER-893,cooling_rate_series,92,5,3,1600,4,10,3.8,87.8,8.4,10.6,4.2,0.98,0.456,10.93,5.47,5.47,0.1,2.76,609.9,327.2
CER-894,cooling_rate_series,92,5,3,1600,4,10,3.9,86,8.3,9.6,3.4,0.98,0.5,10.89,5.44,5.44,0.1,2.75,619.7,326.3
CER-895,cooling_rate_series,92,5,3,1600,4,10,4,86.6,7.8,10.7,4.6,1.05,0.455,11.63,5.82,5.82,0.1,2.7,611.6,322.1
CER-896,cooling_rate_series,92,5,3,1600,4,10,4.1,87.9,7.9,10.2,4.4,1.71,0.5,10.91,5.45,5.45,0.1,2.83,573.9,329.2
CER-897,cooling_rate_series,92,5,3,1600,4,10,4.2,89.3,7.9,10.2,5.2,1.37,0.427,11.41,5.7,5.7,0.1,2.25,572.4,328.1
CER-898,cooling_rate_series,92,5,3,1600,4,10,4.3,86.7,8.6,9.5,5.3,1.09,0.5,11.54,5.77,5.77,0.1,2.4,590.9,317.4
CER-899,cooling_rate_series,92,5,3,1600,4,10,4.4,87.8,9.1,9.9,5.5,1.14,0.5,11.11,5.56,5.56,0.1,3.01,580.5,321.1
CER-900,cooling_rate_series,92,5,3,1600,4,10,4.5,88.1,8.9,10.2,4.3,1,0.5,11.45,5.73,5.73,0.1,2.93,581.8,322.4
CER-901,cooling_rate_series,92,5,3,1600,4,10,4.6,87.4,8.9,10.2,5.2,1.59,0.5,11.68,5.84,5.84,0.1,2.33,545,309.5
CER-902,cooling_rate_series,92,5,3,1600,4,10,4.7,86.2,7.9,10.4,4.3,1.24,0.474,11.04,5.52,5.52,0.1,2.52,591.6,330.4
CER-903,cooling_rate_series,92,5,3,1600,4,10,4.8,88.2,8.3,10.1,4,1.35,0.481,11.31,5.65,5.65,0.1,2.8,604.4,330.3
CER-904,cooling_rate_series,92,5,3,1600,4,10,4.9,86.2,9.1,10.3,5,1.28,0.5,10.95,5.48,5.48,0.1,2.67,581.2,335.9
CER-905,cooling_rate_series,92,5,3,1600,4,10,5,87.2,8.5,10.9,4,1.48,0.5,10.47,5.24,5.24,0.1,2.9,601.2,327
CER-906,cooling_rate_series,92,5,3,1600,4,10,5.1,87.4,8.6,10.2,4.4,1.59,0.5,11.42,5.71,5.71,0.1,2.68,557.4,327.3
CER-907,cooling_rate_series,92,5,3,1600,4,10,5.2,87.7,8.1,10.6,4.6,1.65,0.5,11.34,5.67,5.67,0.1,2.67,559.2,325.3
CER-908,cooling_rate_series,92,5,3,1600,4,10,5.4,88.4,8.5,9.7,4.4,1.26,0.5,11.62,5.81,5.81,0.1,2.4,588.7,318.1
CER-909,cooling_rate_series,92,5,3,1600,4,10,5.5,88.5,8.4,9.8,5.2,1.31,0.435,11.76,5.88,5.88,0.1,2.88,565.9,316
CER-910,cooling_rate_series,92,5,3,1600,4,10,5.6,87.9,8.5,10.3,4.4,1.31,0.412,10.9,5.45,5.45,0.1,2.72,593.4,328.3
CER-911,cooling_rate_series,92,5,3,1600,4,10,5.7,88.6,8.4,10.3,4.6,1.41,0.5,11.32,5.66,5.66,0.1,2.5,552.4,326.8
CER-912,cooling_rate_series,92,5,3,1600,4,10,5.8,87.1,8.9,9.8,3.9,1.29,0.5,12,6,6,0.1,3.06,560.7,323.2
CER-913,cooling_rate_series,92,5,3,1600,4,10,5.9,88.4,9.7,10.5,4.2,1.57,0.5,11.11,5.56,5.56,0.1,2.37,566.3,320.1
CER-914,cooling_rate_series,92,5,3,1600,4,10,6,87.7,8.6,9.1,4.9,1.5,0.5,12.14,6.07,6.07,0.1,2.53,547.8,321.3
CER-915,cooling_rate_series,92,5,3,1600,4,10,6.1,87.6,8.2,10.3,5.2,1.32,0.478,12.14,6.07,6.07,0.1,2.58,540.7,318
CER-916,cooling_rate_series,92,5,3,1600,4,10,6.2,86.1,9.1,9.7,5.5,1.59,0.5,11.46,5.73,5.73,0.1,2.74,523.8,313.6
CER-917,cooling_rate_series,92,5,3,1600,4,10,6.3,86.1,8.9,10.1,4.9,1.4,0.493,12.19,6.1,6.1,0.1,2.63,579.3,317.2
CER-918,cooling_rate_series,92,5,3,1600,4,10,6.4,88.4,9,9.9,4.7,0.98,0.5,11.39,5.7,5.7,0.1,2.94,595.3,315
CER-919,cooling_rate_series,92,5,3,1600,4,10,6.5,85.6,9.3,9.8,5.5,1.34,0.5,12.14,6.07,6.07,0.1,2.68,541.6,307.9
CER-920,cooling_rate_series,92,5,3,1600,4,10,6.6,88.5,8.4,10.1,4.7,1.41,0.5,11.42,5.71,5.71,0.1,2.46,582.3,318.5
CER-921,cooling_rate_series,92,5,3,1600,4,10,6.7,88.2,8.6,9.5,5.7,1.11,0.5,13.06,6.53,6.53,0.1,2.52,534.6,311.7
CER-922,cooling_rate_series,92,5,3,1600,4,10,6.8,87.4,8.3,9,6.1,1.59,0.5,12.21,6.1,6.1,0.1,2.44,513,316.6
CER-923,cooling_rate_series,92,5,3,1600,4,10,6.9,87.8,7.9,9.7,5.2,1.31,0.485,11.48,5.74,5.74,0.1,2.63,571.7,317.5
CER-924,cooling_rate_series,92,5,3,1600,4,10,7,85.7,9,9.2,4.9,1.28,0.433,11.5,5.75,5.75,0.1,2.22,534.8,321
CER-925,cooling_rate_series,92,5,3,1600,4,10,7.1,88.1,8.2,9.8,5.4,1.18,0.5,10.98,5.49,5.49,0.1,3.18,562.2,316.4
CER-926,cooling_rate_series,92,5,3,1600,4,10,7.2,86.7,9.7,9.4,5.8,1.49,0.5,12.11,6.05,6.05,0.1,2.84,526.3,311.6
CER-927,cooling_rate_series,92,5,3,1600,4,10,7.3,87.4,8.3,10.2,6.5,1.48,0.5,11.89,5.94,5.94,0.1,2.92,540.6,309.8
CER-928,cooling_rate_series,92,5,3,1600,4,10,7.5,87.1,8.2,9.7,5.5,1.21,0.5,11.36,5.68,5.68,0.1,2.59,584.1,326
CER-929,cooling_rate_series,92,5,3,1600,4,10,7.6,87,8.2,9.4,5.5,1.33,0.5,12.03,6.02,6.02,0.1,2.32,551.1,320.1
CER-930,cooling_rate_series,92,5,3,1600,4,10,7.7,88.7,7.4,9.5,4.9,1.15,0.5,11.51,5.75,5.75,0.1,2.87,605.4,325.4
CER-931,cooling_rate_series,92,5,3,1600,4,10,7.8,86,8,8.7,5.5,1.33,0.414,11.7,5.85,5.85,0.1,2.8,575.1,316.7
CER-932,cooling_rate_series,92,5,3,1600,4,10,7.9,86.5,8.5,10.4,6.4,1.2,0.5,12.84,6.42,6.42,0.1,2.69,526.3,310
CER-933,cooling_rate_series,92,5,3,1600,4,10,8,86.2,8.5,9.6,6.2,1.01,0.451,11.36,5.68,5.68,0.1,2.37,609.7,333.6
CER-934,cooling_rate_series,92,5,3,1600,4,10,8.1,87.3,7.6,9.5,5.7,1.29,0.5,11.66,5.83,5.83,0.1,2.22,533.8,314.4
CER-935,cooling_rate_series,92,5,3,1600,4,10,8.2,87.1,8.5,9.2,6.2,1.43,0.5,12.04,6.02,6.02,0.1,2.64,554.1,304.6
CER-936,cooling_rate_series,92,5,3,1600,4,10,8.3,86.6,8.2,10,6.3,1.34,0.5,11.69,5.84,5.84,0.1,2.81,529.7,321.6
CER-937,cooling_rate_series,92,5,3,1600,4,10,8.4,87.1,8.3,10,6.4,1.28,0.5,11.93,5.97,5.97,0.1,2.56,551.5,327.5
CER-938,cooling_rate_series,92,5,3,1600,4,10,8.5,87.9,8.7,9.9,5.8,1.6,0.439,10.75,5.37,5.37,0.1,2.48,577.3,329.7
CER-939,cooling_rate_series,92,5,3,1600,4,10,8.6,88.1,8.6,9.7,6.4,1.24,0.423,12.51,6.25,6.25,0.1,2.78,557.1,308.5
CER-940,cooling_rate_series,92,5,3,1600,4,10,8.7,87,9.5,9.8,5.7,0.98,0.5,12.02,6.01,6.01,0.1,2.73,585.1,312.6
CER-941,cooling_rate_series,92,5,3,1600,4,10,8.8,86.1,8.6,9.6,6.4,1.22,0.5,12.22,6.11,6.11,0.1,2.63,540.6,303.1
CER-942,cooling_rate_series,92,5,3,1600,4,10,8.9,87.4,8.3,9.6,7,1.22,0.5,12.79,6.4,6.4,0.1,2.77,531.5,311.8
CER-943,cooling_rate_series,92,5,3,1600,4,10,9,87.8,9.5,9.6,6,1.62,0.5,12.49,6.25,6.25,0.1,2.68,523.7,315.3
CER-944,cooling_rate_series,92,5,3,1600,4,10,9.1,86.4,8,9.6,6.8,1.48,0.5,12.26,6.13,6.13,0.1,2.63,506,313.9
CER-945,cooling_rate_series,92,5,3,1600,4,10,9.2,87.1,8.8,9.4,5.8,1.13,0.5,13.32,6.66,6.66,0.1,2.37,523.4,308.8
CER-946,cooling_rate_series,92,5,3,1600,4,10,9.3,89,8,9.5,5.4,1.37,0.5,11.97,5.99,5.99,0.1,2.56,551.5,320.2
CER-947,cooling_rate_series,92,5,3,1600,4,10,9.4,87.2,8.8,8.8,6.8,1.5,0.5,12.33,6.16,6.16,0.1,2.7,510.2,316
CER-948,cooling_rate_series,92,5,3,1600,4,10,9.5,86,8.5,8.7,6.4,1.61,0.5,12.02,6.01,6.01,0.1,2.83,521.7,318.4
